comment,label
bmob sahi kaha apny sharam ni ati h in logo jo dramy k comment m islamic comments krty h gustakay rasool kr rhy h yh smjh rhy h k yh bht zada acha kr rhy h,NA
karachi mein barishon ki wajah se signal system kharab huwa jis se masail ka samna hai,A
yeh chudampatti apney ghar ja ker lagaya karo,A
veena kanjari india mein moun kala ker ke aye hui hai,A
bat to sai ha lrkian aysi hi,NA
tamam musalmanon ko hindustan se nikal dena chahiye ye sirf hindoun k rehnay k liye banaya gaya hai,A
ese log mery samny ese karen real me to nani yad karadon in rang bus police tak hoty he wese ye hoty hen,NA
bilkul islami comment na kiya karen be adabi hoti samjhte hi nahi kuch log,NA
amreeka ke sadar donald trump ne kaha hai ke taliban ko badtareen tareeqey se aisa nishanah banayen gey jo pehlay kabhi nahi banaya gaya hoga,A
sadar aye aur hakumat ki tareefen kernay lagey jab ke aiwaan namukammal tha ye ajeeb paglon wali harkat thi,A
kia tum kisi bhi masley mein nasal parastana jumley kahey beghair baat ker saktey ho?,A
harram caption lganay say nai aisay scene na bnanay zimadari apki harram cheezain daikhna bhi manna,NA
ye south pole ka suwar mary ga mery ko,A
mare tra razai ma kon kon ya dra dakh raha ha,A
amreeka apni badmaashi fori tor per band karey,A
who watching in dec evening,NA
bohut se karkunon ne dharney se wapis jana shuru kiya to stage se elaan huwa ke agar koi qaid ke hukam ke beghair ghar jaye ga to ye gunah e kabeera hoga,A
papa tumhari didi ke sath behave kernay ka boley thay lekin tum saly yahin chod diye jao gey,A
bharti fouj ki LOC per shehri abaadi per firing,A
India ne Article 370 mansookh ker ke Kashmir ke logon ko dhoka diya hai,A
ooo my god start animation and bg song bruhhhhhh wth,NA
iam really shocked when kamiyar burnt car soooo rude,NA
hamaray leya duaa karay plz koi qarobar set ho jay,A
kon kon instagram trailer dekhkar youtube mai dekhne k liye aya hat uthaw,NA
bcz ase log bi exist kerte,NA
pakistani dramas b dressing buhat over hoti ja rahi hkhuch to khiyal kiya kary muslim,NA
bhai wo to thek hai lekin chachay ko pata chala to mera lun cut ker dega,A
justice for daala,NA
indian hi hoge yaha attendance lagao friends,NA
me abitaq nehi dwkha ai drama kesa lagrahe,NA
mehengai ne awam ke khanon se mithaas bhi cheen li cheeni ki qeemat mein sarkari satah per 15 rupey kilo ka izafa,A
ye dalla to next level pe chala gya hai,A
tabdeeli virus ne maesheyat aur mulk ko maflooj ker diya hai,A
just abhi dekh raha hu nepal timing,NA
imran khan apney mulk ki opposition ke khilaf to sher bantey hein lekin modi ke khilaf bolney per billi bn jatey hein,A
st cmnt from bangladesh,NA
november kon kon dakh rha,NA
bhai re yar aaj time me bhi pakistan me wire wali earphone use kr re hyaha bluetooth bhi ni rakh re h log seedha earpod re hor inko kashmir chahiy,A
sasti shohrat ke liye hamza ne larkiyon per dandey barsaye,A
maine live dekh hi comment kiya,NA
but must not be shown on tv dramas,NA
anyone from bangladesh,NA
january any one,NA
karachi mein kachra hai ya kachrey mein karachi hai?,A
hamara farz banta hai ke bharat per dabao daal ker uske wehshiyana faisloun ko khatam karayen,A
kon kon marc dekhra ho,A
vote for upload on time,NA
pension lenay waley bazurg shehri pension na milney ki wajah se eid ki khushiyon se mehroom reh gaye,A
ali zaidi ne naalon se kachra nikal ker shehar mein phela diya,A
gulalai ismail ghair mulki agency ke agendy per pakistan ke khilaf kam ke rahi hai,A
main disel aur uske sathi molviyon per lanat bhejta hun jinhon ne deen ko badnaam ker rakha hai,A
new year mene aaj hi start kia,NA
ye jo calab danc darame me dia h good nhi h,NA
fawad chaudhary ne ghussey mein aa ker mubashir luqman ko 34 thappar raseed ker diye,A
kuch kaali bherein police ka nizaam tabah ker rahi hein,A
curse for all,NA
yahan tmhari barabri gaand maranay chali jati hai kia,A
Mazhabi shanakht per hamla ho raha hai to kiya ehtijaj na karen?,A
kon kon dakh raha ha ya drama,NA
meray aur trump mein ye farq hai ke wo jhoota hai,A
hakumat ka maqsad sirf muashi badhaali lana tha jis per wo kam ker rahi hai,A
property ke jhagrey mai bety ne baap ko qatal ker dya,A
bad cgi on burning car,NA
what a great drama,NA
eik randi india mein apna jisam bech ker wapis pakistan aa gai hai aur ab yahan bhonk rahi hai,A
i form bangladesh so cute haniya amir,NA
ye knxi car h name bt skta h koi,NA
tambaco noshi haram hysharab haram hylarki larky shadi k bgair relation bh haram hy ye bh likha kro,NA
wo zaleel molvi masoom bachey ke sath ghair ikhlaqi harkat kertay huwey pakra gaya,A
kon kon mri trha reel dekhny k badd aya ha yaha ek chuti si reel dekhny k bad mu utha k pora seriyel dekh rha ho,A
bhai anpdh bhi apka drama dekhte h thola hindi m bola kijiye kiya something like nothing hume samajh nahi ata h,A
i love muhammad saw i love muhammad saw i love muhammad saw,NA
rahbar committee chor machaye shor film ka flop show pesh ker rahi hai,A
FATF pakisan ko blacklist mein dalney ki dhamki de raha hai,A
pehly giraftaariyan pathar maarney pe hoti theen ab sirf pathar maarney ke shabay mein dhar liya jata hai,A
bout he cheap promotion kachra truck cyber truck,NA
love from bangladesh,NA
korean drama style intro,NA
Bsdk tu saath break dance bhi shuru karde,A
english subtitles pls,NA
plz engl subtitles,NA
teri 2 takey ki aukat nai hai aur baten kitni bari bari ker raha hai,A
what a song too much good drama,NA
ary please translate to arabic,NA
hahah itni br kaha h mar k aya kro maar kha k aa jaty ho,NA
hakumat ittehadiyon aur selectors ko saal ke akhir tak ki deadline deta hun nalaiq aur naehal hakumat ko ghar bheja jaye,A
iski choot itni bari hai k puri dharti is mn sama jaye gi,A
double tap to zoom,NA
sheikh rasheed ne bharat ko lalkaartey huwey kaha ke azad kashmir per hamla ailaan e jung tasawwur kiya jaye ga aur uska bharpoor jawab dein gey,A
isnt it karachi unsafe for even for a mobile how can they sleep keeping their car outside at night just asking,NA
aisi neech logo may hi zahir jaffer paida hoty thats not a fascinating but its a frustrating,NA
khalistan ka naara laganay walay aatankwadi hen,A
musalman kanjaron ko dasti khatam ker dena chahiye,A
Meri baat sun face cam roasting kar tab pata chale ga tuje behnchod,A
kon kon vpn on karke dekh raha,NA
hindoun ke ghar bhi isi tarah jala denay chahiyen,A
tum eik awaara larkay ho lagta hai tmharey maa baap ne tumhen tameez nahi sikhai,A
naye pakistan waley mulk ko pathar ke dour mein le ja rahey hein punjab ko bhi peshawar BRT ki tarah khandar mein badla ja raha hai,A
billal k sath jo larrki koi ar larrki ni mili ap logon es larrki waja sy farms top py shaid na hi jy,NA
isreali mazalim ki wajah se falasteeni bachay mazoori ka shikar ho rahey hein,A
i need english subtitle,NA
hello kia haal nai milna mere comment hi reply karnagirgit and dear friend chudail bura mat mana,NA
ye kesa name h hero,NA
tumhari maa ki kuss bhenchod,A
modi dalley ne hindoun ko gundahgardi kernay ki khulli ijazat di hui hai,A
bharat maqbooza kashmir mein zulm ki tamam hadein phalang gaya hai,A
meh ne ye drama dhek ne lye days collage bi nie gyee best drama ever love from,NA
modi sarkar mein adaaltein bhi inteha pasand hein kashmiriyon ke khilaf hi faisley diye jatey hein hamesha,A
madarchod tu to halala ki paidaish hai,A
like if you love prophet muhammad saw,NA
Molana Diesel kashmir committee se nikaley janey ke baad se maara maara phir raha hai,A
habshi ho aur kutto ki tarah khata na ho ye ho nahi sakta,A
th november pe new year,NA
afghanistan mai logon se unke jaiz haqooq bhi cheen liye gaye hein,A
ain larkiyon plastic moun wali shaklein dekh kr hassi ati,NA
ameen sum ameen ya rabul alamin,NA
chup krke so jaa bhen wo ni milna,A
noon legue seyasi party nahi balkeh ye mafia ka eik group hai jis mein sarey mafia ke log jama hein,A
Shakal bhi kutto wali hai or baten bhi,A
maqbooza kashmir mein bharti fouj ka moharam ul haraam ke jaloos pe pallet guns ka istemaal,A
i dont understand k allah k naam baki muslims aag q lag rhi i mean allah naam dekh k kush hona chahiye instead of being frustrated nabi pak to kafiro hdayt dene jate to yha log kya pakistani drama k niche bhi comments ni kr skte,NA
love from bangladesh,NA
kanjar modi apni harkaton se aisy baaz nahi aye ga,A
vutu mere zindagi tu,NA
china ne border paar kernay waley indian fojiyon ki bund mein bandooq de di,A
best couple in world bilania,NA
amreeka aalmi dehshatgard hai aur iska saboot usne irani general per hamla ker ke diya hai,A
o bhai drama drama trah dekha karo har waqt detail feminist na bno,NA
hi please click on more where they give show description then you will see show transcript if you click on it there you can see english subtitles as well,NA
bharat aag se khel raha hai jo uske secularism ko jala ker rakh ker de gi,A
asif zardari to kisi sasti raand ka bacha hai,A
now im watching,NA
qaadiyani kuttay bad'tareen kaafir hain,A
mujhe beemar walid se milney se rok diya gaya mujhe dekh ker hospital ke darwaazey band ker diye gaye aur dhakkey diye gaye,A
tera moun tor dun ga agar ab kuch bola to,A
aj kon st epi dekh raha dekh rahi hon,NA
mujhey kisi laqab ki zarurat nahi log mujhey aaj bhi peyar se gandu bulatey hein,A
huhuand im student,NA
eik harami ka murshad eik zani hi ho sakta hai,A
ruk bhenchod abhi dikhata hu tujhe,A
aj kal k musalmano ne to tehzib b bhool gai hy,NA
shamoon abbasi manto nahi hoon bhot bakwes kr rha uski production kis mouth kaam kr rha haa,NA
irani hamlah amreeka ke moun per thappar hai,A
miss chopra se khair sagaali safeer ka aizaz wapis leya jaye wo jung ki himayat kerti hai,A
tu kanjari hai basera ker lun ke paharon per,A
showbaz sharif har toofani barish ke baad long boot pehan ker aisey bahir nikal aata tha jesay barsaat mein mendak nikaltey hein,A
ye kuttey 30 salon se mulk ko loot rahey hein,A
professor kutubuddin and ulfat begum best ma bap,NA
Mei ye galti dubara ni duhrao ga agli dafa lun pe saathi charao ga,A
awam mehengai taxon aur berozgari ke bojh taley kuchley ja chukey hein,A
bharat mein pakistan se mutaaliq jitna bhi munfi propaganda kiya jata hai uske peechey seyasi maqaasad hotey hein,A
Chutiya hai awaam chutiya,A
please indonesia voice subtitle,NA
kis kis kamyar car psand aai ha,NA
why did bills hit him so hard stupid boy,A
aakhari waqt mein hakumat ne aisy iqdamaat uthaye jis se sadar ka auhdah bhi mutnazeah huwa aur parliament ki haisiyat bhi mutnazeah hui,A
nakaam naehal najaiz aue nalaiq hakumat ka jahaz doobney wala hai,A
bro pehla cyber truck dekha pakistan what a way to show youre filthy rich,NA
english subtitles please,NA
islam aalmi satah par dehshat gard zehniat ko farogh deta hai,A
nahi voh ghar,NA
agar selector december tak imran khan ko ghar nahi bhejen gey to majboor ho ker hum islamabad aa ker usko ghar bhejen gey,A
launda phaans liya randi ne,A
sanwal jisy look at dress peent shirt black color black color black color black color,NA
whos watching first ep today,NA
betay tujhey plot nahi chutron pe laat zarur miley gi,A
jis tarah german nazi samajhtey thy ke dosron ko mulk se nikal do ya qatal karo yehi RSS ka nazaryah hai,A
apni gaand mein se phool nikal ke khud ko jadugar nahi samajhta main,A
kuch dost saanp ki tarah hoty hein,A
bharat ke musallah fouji raat ke andherey mein gharon ki deewarein phalang ker larkon ko giraftaar ker rahey hein,A
dance noshi b haram hn,NA
from bangladesh ameeeen,NA
i from bangladesh any one here,NA
kisi ne socha b nai tha k hakumat aisy chud jaye gi,A
tu jphar aa teri maa chod dein gey,A
million in only month,NA
not everyone has same beliefs as you get over it,NA
absolutely right bro,NA
aalami baradari ko khabardar kerta hun k bharat tawajjah hataney k liye maqbooza kashmir mein jhoota operation ker sakta hai,A
sharum ani chaey itna fazul dress,NA
Assam mein laakhon musalmaan bharti shehriyat se mehroom dunya mein khatrey ki ghantiyan baj jani chahiyen,A
padri church ke ander hi bachiyon ka rape ker detay hein,A
first drama h jis mn itni mehngi gari dekhai gai h,NA
i love so much muhammad,NA
Sb such social media per aaney ke baad wo mujhe beyhooda dhamkiyan de raha hai,A
me watching today,NA
in pagloun ko lagta tha imran khan deal ker le ga,A
patwari khoti k bachay hein,A
ary chootye ghalt photo hai ye,A
kashmiriyon pe honay waley zulm per india ke ander se bhi awazen uth rahi hein wahan ki civil society aur opposition ehtijaj ker rahi hai,A
after long time waiting my king billal and queen hanias drama,NA
your too inshallah,NA
eik taraf aap kehtay ho k modi ne ghair aaeni tareeqey se jammu kahsmir per qabza ker liya dosri taraf usi waqt aap karachi mein qabza kernay ki koshish kertay ho,A
tesla cyber truck suzuki alto cc,NA
shahzad sheikh ya shehzad roy dono me kiski inki itni income ha k cyber truck khareed saken,NA
whos watching th december,NA
bohat afsoos sath khna parh raha ha jis tarah pakistani drama over hona lg gaii ha after in one one yeae kissing scene bhii easily dakhna lia mil jaii ga,NA
time waste,A
homosexual logon ki wajah se society kharab ho rahi hai,A
sahi kaha bhai ny,NA
wo waqt dooor nhi jb pak dramas totally pure english mai honge log advanced and modern world title dekr apni own language khud khtm krrhe honge,NA
plsss add english sub for another countries,NA
bacho is dunya mein bohut se gandu hein aur sab gandoun se ooper aatey hein alex bhatti,A
me from bangladesh,NA
laanat hai hamari forces per,A
whos watching in december,NA
finally i got admission in uet lahore,NA
tere bin mujhe pyar hua kaisi teri kudagarzi ishqiya khuda mohabbat ruposh khaani ishq murshid jhoom kabhi kabhi gumshuda meri mohabbat lots love,A
uh can add too,NA
pakistan k wajood main aanay k din se hi usne dehshatgardi shuru ki hui hai,A
kuttey ki dum aur meray dost ki soch donon kabhi seedhi nahi ho sakten,A
medona se bund marwaney waley chimpanzee ka sala hai tu,A
very bad ost,NA
jani na shor na sharaba or randi ka shoq bhe pura hojaye ga,A
dure fishan crying in corner,NA
yeah only drama dont anything,A
kamiyars car wow bht alag story h ni to wohi pyar muhabbat,NA
hlo gyzz i love pakistani drama from nepal,NA
any one in feb,NA
aay ishqe junon shahriyar munaver ghar yahi what a beautiful house,NA
ye drama bhee love story and rich and poor base hone wala h to aaj kuch kam kal usse kam dekhne wale ho sakte h ye sab boring ho chuka h ab,NA
good but boreg tora sa but l like belal abas aor hanei amer l good ok bay,NA
ya taj bb zada moder ho gai,NA
tera elaqa juwey ke addon se bhara para hai,A
bhencod mujh se nahi jhailey jatey ye prank walon ke roney,A
fazool and toxic,NA
besharmi ka award aap jesi iblees ki bachi ko milna chahiye,A
me from today,NA
Pakistan cricket team parchi aur sifarshi logon ko khilany ki wajah se haari hai,A
any bangladeshi here,NA
we want translation into arabic,NA
itna bara garage honay k baad gari bahir kyu khari,NA
ye free me chodna chahta hai bhosari wala,A
zbrdast and fav actor both,NA
omg taj bibi what u doing here,NA
siyasatdaan aapas mein eik dosrey per kachra phenkney ki bajaye shehar ka kachra saaf kren to awam mushkilaat se bach jaye,A
thoda boring first episode,NA
ye abi bi college perti lol,NA
dekho kaun bhaunk raha hai dehshatgardi pe,A
love from bangladesh,NA
mujh bila abas boht passnd h,NA
who watch in december,NA
ma chota middle class family aisa hi smjta ameeron life to bari lavish hoti ha breakfast table hi nahi maan inka alhamdulillah ab maa top american national pakistanis rich millionair familes me aata hu aj bhi kabhi hamara breakfast table itna rich nahi hua mehman aa jay wo alag baat ha lakin ye sab dramay me hi hota ha,NA
not appealing dramabakwas hy,A
i love it,NA
wow asim azhar i want full ost bro please,NA
car name and model,NA
whos here in january,NA
hala and her dad,NA
maqbooza waadi mein guzishtah teen haftoun mein jitni amwaat huin itni saal bhar mein nahi huin,A
islam jhoota mazhab hai,A
tumhary haraam k paison se qurbani qabool nahi hogi,A
ab ye drama ali ahmed k dramy muqabla ha pr ali ahmed boat best ha,NA
agar insaan ki pehchaan uske doston se hoti hai tou main is duniya ka sab se bara beghairat insaan hun,A
st december walay like karay,NA
dimagh se randibazi nikalo gey to kuch aur hoga na,A
jaloos per bharti fouj ki pallet ganon se firing aur aansu gas ki shelling se mutaadid azadaar zakhmi ho gaye,A
meri girlfriend dhokeybaaz nikli,A
